antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
frozenset({'20712'}),frozenset({'22386'}),0.0365334291138591,0.05793011442352096,0.015290676792036533,0.4185393258426966,7.224900727500721,1.0,0.013174291063187083,1.6201781607015775,0.8942601847969797,0.19313026571613737,0.3827839281780127,0.34124486221275663
frozenset({'22386'}),frozenset({'20712'}),0.05793011442352096,0.0365334291138591,0.015290676792036533,0.26395039858281666,7.224900727500722,1.0,0.013174291063187083,1.3089696251870675,0.9145709961837083,0.19313026571613737,0.23604033221390608,0.34124486221275663
frozenset({'22411'}),frozenset({'20712'}),0.05669865052080661,0.0365334291138591,0.013802657909590026,0.24343891402714934,6.66345645431898,1.0,0.011731261779936667,1.2734815320923274,0.901014014125747,0.17377260981912146,0.21475107820605602,0.3106239513955972
frozenset({'20712'}),frozenset({'22411'}),0.0365334291138591,0.05669865052080661,0.013802657909590026,0.37780898876404495,6.663456454318979,1.0,0.011731261779936667,1.5160960741065141,0.8821559160508992,0.17377260981912146,0.34041119353908134,0.3106239513955972
frozenset({'20725'}),frozenset({'20713'}),0.08001949817845964,0.03360870234491251,0.010185232695366617,0.12728438602116063,3.787244884223511,1.0,0.007495881199297498,1.1073381548075745,0.7999689239052227,0.09846230158730158,0.09693349257546988,0.21516891056783222
frozenset({'20713'}),frozenset({'20725'}),0.03360870234491251,0.08001949817845964,0.010185232695366617,0.30305343511450383,3.7872448842235107,1.0,0.007495881199297498,1.3200158350341926,0.7615505373876336,0.09846230158730158,0.24243333037433085,0.21516891056783222
frozenset({'21931'}),frozenset({'20713'}),0.060264764739083584,0.03360870234491251,0.016701729180563396,0.277139208173691,8.246055004728342,1.0,0.014676308640561356,1.3368982085935222,0.9350824112193342,0.21642287234042554,0.2519998953008954,0.3870428865295936
frozenset({'20713'}),frozenset({'21931'}),0.03360870234491251,0.060264764739083584,0.016701729180563396,0.49694656488549627,8.24605500472834,1.0,0.014676308640561356,1.868062455526253,0.9092899447953966,0.21642287234042554,0.4646859921402952,0.3870428865295936
frozenset({'22386'}),frozenset({'20713'}),0.05793011442352096,0.03360870234491251,0.01223767253322387,0.2112488928255093,6.285541484391375,1.0,0.01029071656075703,1.2252170410472698,0.8926139451820793,0.154318990617923,0.18381807753405283,0.2876855151150447
frozenset({'20713'}),frozenset({'22386'}),0.03360870234491251,0.05793011442352096,0.01223767253322387,0.36412213740458016,6.285541484391375,1.0,0.01029071656075703,1.481526470714511,0.8701493062303799,0.154318990617923,0.32502049759683344,0.2876855151150447
frozenset({'22411'}),frozenset({'20713'}),0.05669865052080661,0.03360870234491251,0.011750218071732772,0.20723981900452487,6.166254706227764,1.0,0.009844650003020764,1.219020986197342,0.8881859486700036,0.1495754408883083,0.17966957802799116,0.27842906980760596
frozenset({'20713'}),frozenset({'22411'}),0.03360870234491251,0.05669865052080661,0.011750218071732772,0.34961832061068704,6.166254706227765,1.0,0.009844650003020764,1.4503811828846755,0.8669645577333198,0.1495754408883083,0.31052607976401647,0.27842906980760596
frozenset({'20718'}),frozenset({'20717'}),0.031248396531376673,0.019472522961670687,0.01005695520550054,0.32183908045977017,16.527857283479474,1.0,0.009448470086527917,1.4458625508870282,0.9698008096246975,0.24731861198738175,0.3083713252089516,0.41915405933396943
frozenset({'20717'}),frozenset({'20718'}),0.019472522961670687,0.031248396531376673,0.01005695520550054,0.5164690382081687,16.527857283479474,1.0,0.009448470086527917,2.0034944605795237,0.9581537604706709,0.24731861198738175,0.5008720914003707,0.41915405933396943
frozenset({'20718'}),frozenset({'20724'}),0.031248396531376673,0.05318384729847606,0.010775309148750578,0.3448275862068966,6.483690137565082,1.0,0.009113399199303613,1.445140443597063,0.8730481991525425,0.14629049111807735,0.308025732425753,0.2737162533060532
frozenset({'20724'}),frozenset({'20718'}),0.05318384729847606,0.031248396531376673,0.010775309148750578,0.20260492040520986,6.483690137565082,1.0,0.009113399199303613,1.2148953865640992,0.8932746240346837,0.14629049111807735,0.17688386089921265,0.2737162533060532
frozenset({'20718'}),frozenset({'20725'}),0.031248396531376673,0.08001949817845964,0.010775309148750578,0.3448275862068966,4.309294535162685,1.0,0.008274828139428297,1.4041807659381407,0.7927145127118644,0.10722491702833802,0.2878409786991387,0.23974306530607734
frozenset({'20725'}),frozenset({'20718'}),0.08001949817845964,0.031248396531376673,0.010775309148750578,0.1346585444052581,4.309294535162685,1.0,0.008274828139428297,1.1195021308701876,0.8347388382275021,0.10722491702833802,0.10674578241070312,0.23974306530607734
frozenset({'20719'}),frozenset({'20723'}),0.04076658627943969,0.03594335266047514,0.0178562265893581,0.43801132787916924,12.186156700980913,1.0,0.016390938801952512,1.7154378640789532,0.9569513115142663,0.30340017436791633,0.4170584543224381,0.4673996682222399
frozenset({'20723'}),frozenset({'20719'}),0.03594335266047514,0.04076658627943969,0.0178562265893581,0.4967880085653105,12.186156700980915,1.0,0.016390938801952512,1.906221294500007,0.9521636263194745,0.30340017436791633,0.4754019363411344,0.4673996682222399
frozenset({'20719'}),frozenset({'20724'}),0.04076658627943969,0.05318384729847606,0.023910924111036996,0.5865324103209565,11.028393772064758,1.0,0.021742800211471125,2.289940436290291,0.9479704847665255,0.34139194139194146,0.5633074187641307,0.5180611882767349
frozenset({'20724'}),frozenset({'20719'}),0.05318384729847606,0.04076658627943969,0.023910924111036996,0.4495899662325133,11.028393772064758,1.0,0.021742800211471125,1.7427614957429638,0.9604028845667422,0.34139194139194146,0.4261980182356015,0.5180611882767349
frozenset({'20719'}),frozenset({'20725'}),0.04076658627943969,0.08001949817845964,0.013982246395402536,0.34298300818124605,4.286242928146396,1.0,0.010720124618872893,1.4002385224084555,0.7992793347206816,0.13091520538073506,0.2858359600905939,0.25885925016308214
frozenset({'20725'}),frozenset({'20719'}),0.08001949817845964,0.04076658627943969,0.013982246395402536,0.17473549214491826,4.286242928146396,1.0,0.010720124618872893,1.1623345055922407,0.8333822763008327,0.13091520538073506,0.13966246791368114,0.25885925016308214
frozenset({'20719'}),frozenset({'20726'}),0.04076658627943969,0.05005387654574375,0.012776437990661398,0.3134046570169918,6.261346346083191,1.0,0.010735912313838913,1.3835603942885544,0.8760015321388795,0.16370808678500987,0.2772270700085966,0.2843291865300233
frozenset({'20726'}),frozenset({'20719'}),0.05005387654574375,0.04076658627943969,0.012776437990661398,0.25525371604305486,6.261346346083192,1.0,0.010735912313838913,1.288000268526368,0.8845658920555423,0.16370808678500987,0.22360264633785853,0.2843291865300233
frozenset({'20727'}),frozenset({'20719'}),0.061111396172199704,0.04076658627943969,0.011904151059572066,0.19479429051217464,4.778283106094111,1.0,0.009412848054861067,1.1912898808562955,0.8421870347616661,0.13230681494154548,0.16057374777564373,0.24340092121581042
frozenset({'20719'}),frozenset({'20727'}),0.04076658627943969,0.061111396172199704,0.011904151059572066,0.29200755191944616,4.778283106094111,1.0,0.009412848054861067,1.3261279924287774,0.8243247137965158,0.13230681494154548,0.2459249742790516,0.24340092121581042
frozenset({'20719'}),frozenset({'20728'}),0.04076658627943969,0.05377392375186003,0.010570065164964853,0.2592825676526117,4.821715611623807,1.0,0.00837788586275064,1.2774453994547956,0.8262899606784302,0.12587839902230372,0.21718767751107584,0.22792372657439747
frozenset({'20728'}),frozenset({'20719'}),0.05377392375186003,0.04076658627943969,0.010570065164964853,0.1965648854961832,4.821715611623806,1.0,0.00837788586275064,1.1939152227780845,0.8376485911774261,0.12587839902230372,0.16241959150740135,0.22792372657439747
frozenset({'21212'}),frozenset({'20719'}),0.08050695263995074,0.04076658627943969,0.01400790189337575,0.1739961759082218,4.268107579956368,1.0,0.010725908262484433,1.1612941559626226,0.8327459649725275,0.13059076775890935,0.13889173137956806,0.25880425535499196
frozenset({'20719'}),frozenset({'21212'}),0.04076658627943969,0.08050695263995074,0.01400790189337575,0.34361233480176206,4.268107579956368,1.0,0.010725908262484433,1.4008384010116186,0.7982458847419129,0.13059076775890935,0.2861417853209566,0.25880425535499196
frozenset({'20719'}),frozenset({'21232'}),0.04076658627943969,0.06601159628508389,0.01051875416901842,0.25802391441157957,3.9087664733519425,1.0,0.007827686733619008,1.2587850496208666,0.7757911711348519,0.10927505330490404,0.205583192856326,0.20868549004683137
frozenset({'21232'}),frozenset({'20719'}),0.06601159628508389,0.04076658627943969,0.01051875416901842,0.15934706568208318,3.908766473351943,1.0,0.007827686733619008,1.1410575929278788,0.7967602279236637,0.10927505330490404,0.12362004670240548,0.20868549004683137
frozenset({'20719'}),frozenset({'21931'}),0.04076658627943969,0.060264764739083584,0.011006208630509518,0.2699811202013845,4.47991660417606,1.0,0.008549419899163533,1.287275248991031,0.809794100093386,0.12225705329153605,0.2231653635974109,0.22630601348511115
frozenset({'21931'}),frozenset({'20719'}),0.060264764739083584,0.04076658627943969,0.011006208630509518,0.1826309067688378,4.4799166041760605,1.0,0.008549419899163533,1.173562129598748,0.8265961835810862,0.12225705329153605,0.1478934307961101,0.22630601348511115
frozenset({'20719'}),frozenset({'22355'}),0.04076658627943969,0.045333264918672074,0.021627584791420802,0.5305223410950283,11.702716361744205,1.0,0.01977950233578506,2.03346574000567,0.9534173228676218,0.33545563072025464,0.5082287444895868,0.503801068679942
frozenset({'22355'}),frozenset({'20719'}),0.045333264918672074,0.04076658627943969,0.021627584791420802,0.4770797962648557,11.702716361744207,1.0,0.01977950233578506,1.8343781840305518,0.9579780249038593,0.33545563072025464,0.45485614214906916,0.503801068679942
frozenset({'22356'}),frozenset({'20719'}),0.04140797372877007,0.04076658627943969,0.019703422443429628,0.47583643122676583,11.672216750381924,1.0,0.01801536070975895,1.830026867310856,0.9538223206161011,0.3154004106776181,0.4535599351776426,0.4795796378915453
frozenset({'20719'}),frozenset({'22356'}),0.04076658627943969,0.04140797372877007,0.019703422443429628,0.48332284455632474,11.672216750381924,1.0,0.01801536070975895,1.855301741467703,0.9531845512717644,0.3154004106776181,0.4610041172014887,0.4795796378915453
frozenset({'22383'}),frozenset({'20719'}),0.06218892708707476,0.04076658627943969,0.011160141618348812,0.17945544554455445,4.402022880072777,1.0,0.008624911356627794,1.169020510235615,0.8240803874475741,0.12157629960871993,0.1445830152300314,0.22660626273451762
frozenset({'20719'}),frozenset({'22383'}),0.04076658627943969,0.06218892708707476,0.011160141618348812,0.2737570799244808,4.402022880072777,1.0,0.008624911356627794,1.29131871304908,0.8056763883163128,0.12157629960871993,0.2255978404906826,0.22660626273451762
frozenset({'20719'}),frozenset({'22423'}),0.04076658627943969,0.10462312073477346,0.01028785468725948,0.2523599748269352,2.4120860958323393,1.0,0.0060227272090011014,1.1976042602293309,0.6103009880151316,0.07614887960501328,0.16499963033823148,0.1753462453830605
frozenset({'22423'}),frozenset({'20719'}),0.10462312073477346,0.04076658627943969,0.01028785468725948,0.09833251593918586,2.412086095832339,1.0,0.0060227272090011014,1.0638438567180977,0.6538264653552365,0.07614887960501328,0.0600124316316988,0.1753462453830605
frozenset({'20724'}),frozenset({'20723'}),0.05318384729847606,0.03594335266047514,0.02321822566576017,0.436565364206464,12.145927741641367,1.0,0.021306619886470188,1.7110354708346187,0.9692144306607753,0.3522771506422732,0.4155585801431608,0.5412662652581214
frozenset({'20723'}),frozenset({'20724'}),0.03594335266047514,0.05318384729847606,0.02321822566576017,0.6459671663097787,12.145927741641367,1.0,0.021306619886470188,2.6743738506750705,0.9518816979411849,0.3522771506422732,0.6260806993204865,0.5412662652581214
frozenset({'20725'}),frozenset({'20723'}),0.08001949817845964,0.03594335266047514,0.014392734362973985,0.17986534145559474,5.004133675414827,1.0,0.011516565320231362,1.1754858026004606,0.8697632274238688,0.14170245011366506,0.1492878962997624,0.29014680349011
frozenset({'20723'}),frozenset({'20725'}),0.03594335266047514,0.08001949817845964,0.014392734362973985,0.4004282655246253,5.004133675414827,1.0,0.011516565320231362,1.534396051252355,0.8299981257735453,0.14170245011366506,0.34827778057444003,0.29014680349011
frozenset({'20723'}),frozenset({'20726'}),0.03594335266047514,0.05005387654574375,0.010441787675098773,0.29050678087080656,5.80388175539841,1.0,0.00864268353839122,1.3389079667599728,0.8585610846302226,0.13820033955857386,0.25312267547417555,0.24955887480239455
frozenset({'20726'}),frozenset({'20723'}),0.05005387654574375,0.03594335266047514,0.010441787675098773,0.20861096873398255,5.80388175539841,1.0,0.00864268353839122,1.2181829786006562,0.8713141728238821,0.13820033955857386,0.1791052595820095,0.24955887480239455
frozenset({'20727'}),frozenset({'20723'}),0.061111396172199704,0.03594335266047514,0.011621940581866694,0.19017632241813603,5.291001210002931,1.0,0.00942539211767531,1.1904525318624928,0.863787089241469,0.13603603603603603,0.15998330615041398,0.2567583967551066
frozenset({'20723'}),frozenset({'20727'}),0.03594335266047514,0.061111396172199704,0.011621940581866694,0.32334047109207714,5.291001210002931,1.0,0.00942539211767531,1.387534740467034,0.8412367224068126,0.13603603603603603,0.27929732435859067,0.2567583967551066
frozenset({'20728'}),frozenset({'20723'}),0.05377392375186003,0.03594335266047514,0.010852275642670224,0.20181297709923662,5.614751050231296,1.0,0.008919460537319618,1.207807969410427,0.8686060701158881,0.13760572543916721,0.17205381540234838,0.25187008598002514
frozenset({'20723'}),frozenset({'20728'}),0.03594335266047514,0.05377392375186003,0.010852275642670224,0.3019271948608137,5.614751050231296,1.0,0.008919460537319618,1.3554833668953417,0.8525408914499343,0.13760572543916721,0.2622557941891654,0.25187008598002514
frozenset({'21212'}),frozenset({'20723'}),0.08050695263995074,0.03594335266047514,0.012083739545384576,0.15009560229445507,4.175893209302834,1.0,0.009190049755026656,1.1343118707729394,0.827119113967243,0.11578171091445427,0.1184082387160569,0.24314201956264508
frozenset({'20723'}),frozenset({'21212'}),0.03594335266047514,0.08050695263995074,0.012083739545384576,0.3361884368308351,4.175893209302833,1.0,0.009190049755026656,1.3851717842488482,0.7888854630381879,0.11578171091445427,0.2780678819975528,0.24314201956264508
frozenset({'20723'}),frozenset({'22355'}),0.03594335266047514,0.045333264918672074,0.01913900148801888,0.5324768022840828,11.745829541272766,1.0,0.017509571959796306,2.0419665585480007,0.9489726581794051,0.3080099091659785,0.5102760151414629,0.47733064788793833
frozenset({'22355'}),frozenset({'20723'}),0.045333264918672074,0.03594335266047514,0.01913900148801888,0.42218449349179393,11.745829541272766,1.0,0.017509571959796306,1.6684506325650739,0.9583065646289406,0.3080099091659785,0.4006415410310334,0.47733064788793833
frozenset({'22356'}),frozenset({'20723'}),0.04140797372877007,0.03594335266047514,0.018933757504233158,0.4572490706319703,12.721380638895745,1.0,0.017445416101544285,1.7762413570844673,0.9611932445734905,0.3241106719367589,0.43701344639255224,0.4920078329605248
frozenset({'20723'}),frozenset({'22356'}),0.03594335266047514,0.04140797372877007,0.018933757504233158,0.5267665952890793,12.721380638895747,1.0,0.017445416101544285,2.0256220645640926,0.9557448543056631,0.3241106719367589,0.506324492858841,0.4920078329605248
frozenset({'22383'}),frozenset({'20723'}),0.06218892708707476,0.03594335266047514,0.011262763610241675,0.18110561056105612,5.038639891826443,1.0,0.009027485072374372,1.177266152720911,0.8546857315846759,0.12965150620200827,0.15057440690978113,0.2472266097059385
frozenset({'20723'}),frozenset({'22383'}),0.03594335266047514,0.06218892708707476,0.011262763610241675,0.31334760885082086,5.038639891826442,1.0,0.009027485072374372,1.365772674793148,0.8314176818890875,0.12965150620200827,0.2678137303109727,0.2472266097059385
frozenset({'20725'}),frozenset({'20724'}),0.08001949817845964,0.05318384729847606,0.019831699933295706,0.24783584482205837,4.659983386142881,1.0,0.015575955161271825,1.258789249904541,0.853721311156637,0.1749264539488572,0.20558584363837396,0.3103626884505854
frozenset({'20724'}),frozenset({'20725'}),0.05318384729847606,0.08001949817845964,0.019831699933295706,0.3728895320791124,4.65998338614288,1.0,0.015575955161271825,1.46701506175081,0.8295242513688077,0.1749264539488572,0.3183437402431647,0.3103626884505854
frozenset({'20724'}),frozenset({'20726'}),0.05318384729847606,0.05005387654574375,0.012673815998768536,0.2383019778099373,4.760909528998328,1.0,0.010011758271862927,1.2471426940599577,0.8343289230966694,0.13994334277620396,0.19816713455250862,0.24575273160102196
frozenset({'20726'}),frozenset({'20724'}),0.05005387654574375,0.05318384729847606,0.012673815998768536,0.25320348539210663,4.760909528998328,1.0,0.010011758271862927,1.2678368661089041,0.8315798986383609,0.13994334277620396,0.21125499129151964,0.24575273160102196
frozenset({'20727'}),frozenset({'20724'}),0.061111396172199704,0.05318384729847606,0.015341987787982965,0.2510495382031906,4.720409503176056,1.0,0.012091848625764021,1.2641906254120123,0.8394541903989361,0.1550427793621986,0.20898005419547386,0.26976017672339947
frozenset({'20724'}),frozenset({'20727'}),0.05318384729847606,0.061111396172199704,0.015341987787982965,0.2884708152436083,4.720409503176056,1.0,0.012091848625764021,1.3195363225322236,0.8324255670461852,0.1550427793621986,0.24215803466404426,0.26976017672339947
frozenset({'20724'}),frozenset({'20728'}),0.05318384729847606,0.05377392375186003,0.013392169942018575,0.25180897250361794,4.682733840766231,1.0,0.010532265792559756,1.2646851425289451,0.8306253863990644,0.14313134082807785,0.2092893587724641,0.25042738701516776
frozenset({'20728'}),frozenset({'20724'}),0.05377392375186003,0.05318384729847606,0.013392169942018575,0.24904580152671754,4.682733840766231,1.0,0.010532265792559756,1.260817443495803,0.8311433730561649,0.14313134082807785,0.20686376512419447,0.25042738701516776
frozenset({'21212'}),frozenset({'20724'}),0.08050695263995074,0.05318384729847606,0.017650982605572373,0.21924792861695347,4.1224533341204115,1.0,0.013369313129903589,1.2126975866030132,0.8237430407755398,0.15211143046650452,0.17539210843060865,0.2755670419736962
frozenset({'20724'}),frozenset({'21212'}),0.05318384729847606,0.08050695263995074,0.017650982605572373,0.33188615533043897,4.1224533341204115,1.0,0.013369313129903589,1.376252048503525,0.7999715643244911,0.15211143046650452,0.273388910783199,0.2755670419736962
frozenset({'21232'}),frozenset({'20724'}),0.06601159628508389,0.05318384729847606,0.01318692595823285,0.19976680917217257,3.756155662283137,1.0,0.009676175301478298,1.1831753088397383,0.785631116006321,0.12439496611810259,0.1548167101453175,0.22385832016736945
frozenset({'20724'}),frozenset({'21232'}),0.05318384729847606,0.06601159628508389,0.01318692595823285,0.24794983116256633,3.7561556622831365,1.0,0.009676175301478298,1.2419230025022585,0.7749871502021437,0.12439496611810259,0.19479710256982588,0.22385832016736945
frozenset({'21931'}),frozenset({'20724'}),0.060264764739083584,0.05318384729847606,0.014110523885268613,0.23414218816517668,4.4025056489639445,1.0,0.010905411839906608,1.2362819025546858,0.8224195433821687,0.14204545454545453,0.1911229971630472,0.24972907768123764
frozenset({'20724'}),frozenset({'21931'}),0.05318384729847606,0.060264764739083584,0.014110523885268613,0.2653159671972986,4.4025056489639445,1.0,0.010905411839906608,1.279101209911937,0.8162689460654506,0.14204545454545453,0.21820103659440074,0.24972907768123764
